"Ой Морозе, Морозенку",No author,https://knigogo.com.ua/knigi/oj-moroze-morozenku/
Пригоди Муравлика,Віталій Біанкі,https://knigogo.com.ua/knigi/prygody-muravlyka/
Рубаї,Омар Хайям,https://knigogo.com.ua/knigi/rubayi/
Русалочка,Ганс Христіан Андерсен,https://knigogo.com.ua/knigi/rusalochka/
Злочин і кара,Федір Достоєвський,https://knigogo.com.ua/knigi/zlochyn-i-kara/
Скорочено Конотопська ві...,Григорій Квітка-Основ’яненко,https://knigogo.com.ua/knigi/skorocheno-konotopska-vidma/
З нічних молитов,Іван Малкович,https://knigogo.com.ua/knigi/z-nichnyh-molytov/
Скорочено Ніч перед Різдвом,Микола Гоголь,https://knigogo.com.ua/knigi/skorocheno-nich-pered-rizdvom/
Тарасові шляхи,Оксана Іваненко,https://knigogo.com.ua/knigi/tarasovi-shlyahy/
Хто розмовляє?,Леонід Глібов,https://knigogo.com.ua/knigi/hto-rozmovlyaye/
Теплі слова,Василь Голобородько,https://knigogo.com.ua/knigi/tepli-slova/
Американська трагедія,Теодор Драйзер,https://knigogo.com.ua/knigi/amerykanska-tragediya/
Бородино,Михайло Лермонтов,https://knigogo.com.ua/knigi/borodyno/
Про правду і кривду,No author,https://knigogo.com.ua/knigi/pro-pravdu-i-kryvdu/
Сонети (збірка),Вільям Шекспір,https://knigogo.com.ua/knigi/sonety-zbirka/
Silentium,Федір Тютчев,https://knigogo.com.ua/knigi/silentium/
Парус,Михайло Лермонтов,https://knigogo.com.ua/knigi/parus/
О слово рідне! Орле скут...,Олександр Олесь,https://knigogo.com.ua/knigi/o-slovo-ridne-orle-skutyj/
Весняні води,Федір Тютчев,https://knigogo.com.ua/knigi/vesnyani-vody/
Портрет,Микола Гоголь,https://knigogo.com.ua/knigi/portret/
Скорочено Фауст,Йоганн Вольфганг фон Гете,https://knigogo.com.ua/knigi/skorocheno-faust/
Мцирі,Михайло Лермонтов,https://knigogo.com.ua/knigi/mtsyri/
Скорочено Перевтілення,Франц Кафка,https://knigogo.com.ua/knigi/skorocheno-perevtilennya/
Ася,Іван Тургенєв,https://knigogo.com.ua/knigi/asya/
Смерть чиновника,Антон Чехов,https://knigogo.com.ua/knigi/smert-chynovnyka/
Я вас любив (Я вас кохав),Олександр Пушкін,https://knigogo.com.ua/knigi/ya-vas-lyubyv/
Демон,Михайло Лермонтов,https://knigogo.com.ua/knigi/demon/
Плач Ярославни,Тарас Шевченко,https://knigogo.com.ua/knigi/plach-yaroslavny/
Казка про золотого півника,Олександр Пушкін,https://knigogo.com.ua/knigi/kazka-pro-zolotogo-pivnyka/
По сей день Посейдон пос...,Ліна Костенко,https://knigogo.com.ua/knigi/po-sej-den-posejdon-posidaye-svij-tron/
Смерть поета,Михайло Лермонтов,https://knigogo.com.ua/knigi/smert-poeta/
Маленький Мук,Вільгельм Гауф,https://knigogo.com.ua/knigi/malenkyj-muk/
Білі ночі,Федір Достоєвський,https://knigogo.com.ua/knigi/bili-nochi/
Скорочено Мертві душі,Микола Гоголь,https://knigogo.com.ua/knigi/skorocheno-mertvi-dushi/
Я пам’ятник собі п...,Олександр Пушкін,https://knigogo.com.ua/knigi/ya-pam-yatnyk-sobi-postavyv-nezotlinnyj/
Багаж,Самуїл Маршак,https://knigogo.com.ua/knigi/bagazh/
Антігона,Софокл,https://knigogo.com.ua/knigi/antigona/
Ежені Гранде,Оноре де Бальзак,https://knigogo.com.ua/knigi/ezheni-grande/
Я піду в далекі гори,Володимир Івасюк,https://knigogo.com.ua/knigi/ya-pidu-v-daleki-gory/
Скорочено Шинель,Микола Гоголь,https://knigogo.com.ua/knigi/skorocheno-shynel/
А зорі тут тихі,Борис Васильєв,https://knigogo.com.ua/knigi/a-zori-tut-tyhi/
Чайка,Антон Чехов,https://knigogo.com.ua/knigi/chajka/
Зимовий ранок,Олександр Пушкін,https://knigogo.com.ua/knigi/zymovyj-ranok/
Тихий Дін,Михайло Шолохов,https://knigogo.com.ua/knigi/tyhyj-din/
Пророк,Олександр Пушкін,https://knigogo.com.ua/knigi/prorok-pushkin/
Причинна (Реве та стогне...,Тарас Шевченко,https://knigogo.com.ua/knigi/prychynna/
Пікова дама,Олександр Пушкін,https://knigogo.com.ua/knigi/pikova-dama/
Плаха,Чингіз Айтматов,https://knigogo.com.ua/knigi/plaha/
Катюша,Михайло Ісаковський,https://knigogo.com.ua/knigi/katyusha/
Американська трагедія,Теодор Драйзер,https://knigogo.com.ua/knigi/amerykanska-tragediya/
Скорочено Діти підземелля,Володимир Короленко,https://knigogo.com.ua/knigi/skorocheno-dity-pidzemellya/
Вовк і Ягня,Езоп,https://knigogo.com.ua/knigi/vovk-i-yagnya/
Білий Бім Чорне вухо,Гаврило Троєпольський,https://knigogo.com.ua/knigi/bilyj-bim-chorne-vuho/
"Ви знаєте, як липа шелес...",Павло Тичина,https://knigogo.com.ua/knigi/vy-znayete-yak-lypa-shelestyt/
Скорочено Альпійська балада,Василь Биков,https://knigogo.com.ua/knigi/skorocheno-alpijska-balada/
Скорочено Снігова королева,Ганс Христіан Андерсен,https://knigogo.com.ua/knigi/skorocheno-snigova-koroleva/
Собака на сіні,Лопе де Вега,https://knigogo.com.ua/knigi/sobaka-na-sini/
Дубровський,Олександр Пушкін,https://knigogo.com.ua/knigi/dubrovskyj/
Ісаія. Глава 35 (Подража...,Тарас Шевченко,https://knigogo.com.ua/knigi/isaiya-glava-35-podrazhaniye/
Котлован,Андрій Платонов,https://knigogo.com.ua/knigi/kotlovan/
20 000 льє під водою,Жуль Верн,https://knigogo.com.ua/knigi/20-000-lye-pid-vodoyu/
19 жовтня 1825 року,Олександр Пушкін,https://knigogo.com.ua/knigi/19-zhovtnya-1825-roku/
Ялинка,Михайло Коцюбинський,https://knigogo.com.ua/knigi/yalynka/
Скорочено Повість минули...,Нестор Літописець,https://knigogo.com.ua/knigi/skorocheno-povist-mynulyh-lit/
Телефон,Микола Носов,https://knigogo.com.ua/knigi/telefon-nosov/
"Лебідь, Щука і Рак",Іван Крилов,https://knigogo.com.ua/knigi/lebid-shhuka-i-rak-krilov/
1Q84,Харукі Муракамі,https://knigogo.com.ua/knigi/1q84/
Скорочено Пані Боварі,Гюстав Флобер,https://knigogo.com.ua/knigi/skorocheno-pani-bovari/
Аґрус,Антон Чехов,https://knigogo.com.ua/knigi/agrus/
Пісня про солдатів Весте...,Константи Ільдефонс Галчинський,https://knigogo.com.ua/knigi/pisnya-pro-soldativ-vesterplyatte/
Убити пересмішника,Гарпер Лі,https://knigogo.com.ua/knigi/ubyty-peresmishnyka/
Історія одного кохання,Ерік Сігел,https://knigogo.com.ua/knigi/istoriya-odnogo-kohannya/
"І день іде, і ніч іде",Тарас Шевченко,https://knigogo.com.ua/knigi/i-den-ide-i-nich-ide/
Незнайома,Олександр Блок,https://knigogo.com.ua/knigi/neznajoma/
Хоча лежачого й не б’ють,Тарас Шевченко,https://knigogo.com.ua/knigi/hocha-lezhachogo-j-ne-b-yut/
Галайда,Тарас Шевченко,https://knigogo.com.ua/knigi/galajda/
"Туман, туман долиною",Тарас Шевченко,https://knigogo.com.ua/knigi/tuman-tuman-dolynoyu/
Хіба самому написать,Тарас Шевченко,https://knigogo.com.ua/knigi/hiba-samomu-napysat/
Батько Горіо,Оноре де Бальзак,https://knigogo.com.ua/knigi/batko-gorio/
"На Великдень, на соломі",Тарас Шевченко,https://knigogo.com.ua/knigi/na-velykden-na-solomi/
На вічну пам’ять Котляре...,Тарас Шевченко,https://knigogo.com.ua/knigi/na-vichnu-pam-yat-kotlyarevskomu/
Тече вода з-під явора,Тарас Шевченко,https://knigogo.com.ua/knigi/teche-voda-z-pid-yavora/
Гидке каченя,Ганс Христіан Андерсен,https://knigogo.com.ua/knigi/gydke-kachenya/
Молитва,Тарас Шевченко,https://knigogo.com.ua/knigi/molytva/
Скорочено Міщанин-шляхтич,Жан Батист Мольєр,https://knigogo.com.ua/knigi/skorocheno-mishhanyn-shlyahtych/
Ми вкупочці колись росли,Тарас Шевченко,https://knigogo.com.ua/knigi/my-vkupochtsi-kolys-rosly/
Лічу в неволі дні і ночі,Тарас Шевченко,https://knigogo.com.ua/knigi/lichu-v-nevoli-dni-i-nochi/
І виріс я на чужині,Тарас Шевченко,https://knigogo.com.ua/knigi/i-vyris-ya-na-chuzhyni/
Москалева криниця,Тарас Шевченко,https://knigogo.com.ua/knigi/moskaleva-krynytsya/
Сон (На панщині пшеницю ...,Тарас Шевченко,https://knigogo.com.ua/knigi/son-na-panshhyni-pshenytsyu-zhala/
Ікс плюс Ігрек,Василь Симоненко,https://knigogo.com.ua/knigi/iks-plyus-igrek/
"Лебідь, Щука і Рак",Леонід Глібов,https://knigogo.com.ua/knigi/lebid-shhuka-i-rak/
Синя борода,Шарль Перро,https://knigogo.com.ua/knigi/synya-boroda/
Скорочено Федько-халамидник,Володимир Винниченко,https://knigogo.com.ua/knigi/skorocheno-fedko-halamydnyk/
Реквієм,Анна Ахматова,https://knigogo.com.ua/knigi/rekviyem/
Скорочено Герой нашого часу,Михайло Лермонтов,https://knigogo.com.ua/knigi/skorocheno-geroj-nashogo-chasu/
Принцеса на горошині,Ганс Христіан Андерсен,https://knigogo.com.ua/knigi/pryntsesa-na-goroshyni/
Вишневий сад,Антон Чехов,https://knigogo.com.ua/knigi/vyshnevyj-sad/
Скорочено Дівчина з ведм...,Віктор Петров (Домонтович),https://knigogo.com.ua/knigi/skorocheno-divchyna-z-vedmedykom/
Скорочено Портрет Доріан...,Оскар Уайльд,https://knigogo.com.ua/knigi/skorocheno-portret-doriana-greya/
Казка про Оха-чародія,Леся Українка,https://knigogo.com.ua/knigi/kazka-pro-oha-charodiya/
Кресало,Ганс Христіан Андерсен,https://knigogo.com.ua/knigi/kresalo/
Скорочено Гранатовий бра...,Олександр Купрін,https://knigogo.com.ua/knigi/skorocheno-granatovyj-braslet/
Скорочено Хамелеон,Антон Чехов,https://knigogo.com.ua/knigi/skorocheno-hameleon/
Палата №6,Антон Чехов,https://knigogo.com.ua/knigi/palata-6/
Три Товстуни,Юрій Олеша,https://knigogo.com.ua/knigi/try-tovstuny/
Скорочено Гамлет,Вільям Шекспір,https://knigogo.com.ua/knigi/skorocheno-gamlet/
Велесова книга,No author,https://knigogo.com.ua/knigi/velesova-knyga/
Роман про Трістана та Із...,No author,https://knigogo.com.ua/knigi/roman-pro-tristana-ta-izoldu/
Скорочено Наталка Полтавка,Іван Котляревський,https://knigogo.com.ua/knigi/skorocheno-natalka-poltavka/
Зловмисник,Антон Чехов,https://knigogo.com.ua/knigi/zlovmysnyk/
Гімн,Іван Франко,https://knigogo.com.ua/knigi/gimn/
Скорочено Пурпурові вітр...,Олександр Грін,https://knigogo.com.ua/knigi/skorocheno-purpurovi-vitryla/
Діти підземелля,Володимир Короленко,https://knigogo.com.ua/knigi/dity-pidzemellya/
Московіада,Юрій Андрухович,https://knigogo.com.ua/knigi/moskoviada/
Човен,Євген Гребінка,https://knigogo.com.ua/knigi/choven/
"Гей, нові Колумби й Маге...",Василь Симоненко,https://knigogo.com.ua/knigi/gej-novi-kolumby-j-magellany/
Солодкий світ!..,Максим Рильський,https://knigogo.com.ua/knigi/solodkyj-svit/
Любов,Роберт Бернс,https://knigogo.com.ua/knigi/lyubov/
Кухлик,Павло Глазовий,https://knigogo.com.ua/knigi/kuhlyk/
Мій ангел такий маленький,Галина Кирпа,https://knigogo.com.ua/knigi/mij-angel-takyj-malenkyj/
Скорочено Божественна ко...,Данте Аліг'єрі,https://knigogo.com.ua/knigi/skorocheno-bozhestvenna-komediya/
Найважча роль,Павло Глазовий,https://knigogo.com.ua/knigi/najvazhcha-rol/
Чари ночі,Олександр Олесь,https://knigogo.com.ua/knigi/chary-nochi/
Лускунчик і Мишачий король,Ернст Теодор Амадей Гофман,https://knigogo.com.ua/knigi/luskunchyk-i-myshachyj-korol/
Осінь,Володимир Сосюра,https://knigogo.com.ua/knigi/osin/
Скорочено Гобсек,Оноре де Бальзак,https://knigogo.com.ua/knigi/skorocheno-gobsek/
Наша мова,Василь Голобородько,https://knigogo.com.ua/knigi/nasha-mova/
Тиша морська,Леся Українка,https://knigogo.com.ua/knigi/tysha-morska/
"Я, робот",Айзек Азімов,https://knigogo.com.ua/knigi/ya-robot/
Скорочено Пеппі Довгапан...,Астрід Ліндгрен,https://knigogo.com.ua/knigi/skorocheno-peppi-dovgapanchoha/
Кіт у чоботях,Шарль Перро,https://knigogo.com.ua/knigi/kit-u-chobotyah-sharl-perro/
Київські прохачі,Іван Нечуй-Левицький,https://knigogo.com.ua/knigi/kyyivski-prohachi/
Горпина,Марко Вовчок,https://knigogo.com.ua/knigi/gorpyna/
Поміж ворогами,Іван Нечуй-Левицький,https://knigogo.com.ua/knigi/pomizh-vorogamy/
Гастролі,Іван Нечуй-Левицький,https://knigogo.com.ua/knigi/gastroli/
Із днів журби,Іван Франко,https://knigogo.com.ua/knigi/iz-dniv-zhurby/
Скорочено Убити пересміш...,Гарпер Лі,https://knigogo.com.ua/knigi/skorocheno-ubyty-peresmishnyka/
Думи і мрії,Леся Українка,https://knigogo.com.ua/knigi/dumy-i-mriyi/
Євшан-зілля,Микола Вороний,https://knigogo.com.ua/knigi/yevshan-zillya/
Дев’ять братiв i д...,Марко Вовчок,https://knigogo.com.ua/knigi/dev-yat-brativ-i-desyata-sestrytsya-galya/
Сокільська гора,Іван Нечуй-Левицький,https://knigogo.com.ua/knigi/sokilska-gora/
"Конрад, або Дитина з бля...",Крістіна Нестлінґер,https://knigogo.com.ua/knigi/konrad-abo-dytyna-z-blyashanky/
Неоднаковими стежками,Іван Нечуй-Левицький,https://knigogo.com.ua/knigi/neodnakovymy-stezhkamy/
Хрестини,Іван Нечуй-Левицький,https://knigogo.com.ua/knigi/hrestyny/
Давнє й нове,Іван Франко,https://knigogo.com.ua/knigi/davnye-j-nove/
Старі гультяї,Іван Нечуй-Левицький,https://knigogo.com.ua/knigi/stari-gultyayi/
Журнал,Тарас Шевченко,https://knigogo.com.ua/knigi/zhurnal/
Не бував ти у наших краях!,Павло Тичина,https://knigogo.com.ua/knigi/ne-buvav-ty-u-nashyh-krayah/
На гастролях в Микитянах,Іван Нечуй-Левицький,https://knigogo.com.ua/knigi/na-gastrolyah-v-mykytyanah/
Голова Ході,Михайло Коцюбинський,https://knigogo.com.ua/knigi/golova-hodi/
Скорочено Матінка Кураж ...,Бертольт Брехт,https://knigogo.com.ua/knigi/skorocheno-matinka-kurazh-ta-yiyi-dity/
Іліада,Гомер,https://knigogo.com.ua/knigi/iliada/
Захочеш і будеш,Олег Ольжич,https://knigogo.com.ua/knigi/zahochesh-i-budesh/
Король Лір і його дочки,No author,https://knigogo.com.ua/knigi/korol-lir-i-jogo-dochky/
Котик і півник,No author,https://knigogo.com.ua/knigi/kotyk-i-pivnyk/
Потрапити в сад,Галина Пагутяк,https://knigogo.com.ua/knigi/potrapyty-v-sad/
Місто,Валер'ян Підмогильний,https://knigogo.com.ua/knigi/misto-valer-yan-pidmogylnyj/
Хуха-Моховинка,Василь Королів-Старий,https://knigogo.com.ua/knigi/huha-mohovynka/
Тополя,Тарас Шевченко,https://knigogo.com.ua/knigi/topolya/
Гамлет,Вільям Шекспір,https://knigogo.com.ua/knigi/gamlet/
Весняна гроза,Федір Тютчев,https://knigogo.com.ua/knigi/vesnyana-groza/
Сон (“У всякого св...,Тарас Шевченко,https://knigogo.com.ua/knigi/son-u-vsyakogo-svoya-dolya/
Кольорові миші,Ліна Костенко,https://knigogo.com.ua/knigi/kolorovi-myshi/
Сто років самотності,Габріель Гарсіа Маркес,https://knigogo.com.ua/knigi/sto-rokiv-samotnosti/
Зима-чарівниця,Туве Янссон,https://knigogo.com.ua/knigi/zyma-charivnytsya/
Джельсоміно в Країні бре...,Джанні Родарі,https://knigogo.com.ua/knigi/dzhelsomino-v-krayini-brehuniv/
Блакить мою душу обвіяла,Павло Тичина,https://knigogo.com.ua/knigi/blakyt-moyu-dushu-obviyala/
Скорочено Ляльковий дім,Генрік Ібсен,https://knigogo.com.ua/knigi/skorocheno-lyalkovyj-dim/
Хайку,Мацуо Басьо,https://knigogo.com.ua/knigi/hajku/
Білий кінь Шептало,Володимир Дрозд,https://knigogo.com.ua/knigi/bilyj-kin-sheptalo/
Чорний обеліск,Еріх Марія Ремарк,https://knigogo.com.ua/knigi/chornyj-obelisk/
Інфанта,Микола Вороний,https://knigogo.com.ua/knigi/infanta/
Моя автобіографія,Остап Вишня,https://knigogo.com.ua/knigi/moya-avtobiografiya/
Роксолана,Павло Загребельний,https://knigogo.com.ua/knigi/roksolana/
Три мушкетери,Олександр Дюма,https://knigogo.com.ua/knigi/try-mushketery/
Скорочено Мина Мазайло,Микола Куліш,https://knigogo.com.ua/knigi/skorocheno-myna-mazajlo/
Давня весна,Леся Українка,https://knigogo.com.ua/knigi/davnya-vesna/
Contra spem spero! (Без ...,Леся Українка,https://knigogo.com.ua/knigi/contra-spem-spero/
Скарб,Олекса Стороженко,https://knigogo.com.ua/knigi/skarb/
Коза-дереза,No author,https://knigogo.com.ua/knigi/koza-dereza/
Руслан і Людмила,Олександр Пушкін,https://knigogo.com.ua/knigi/ruslan-i-lyudmyla/
Вересовий трунок,Роберт Луїс Стівенсон,https://knigogo.com.ua/knigi/veresovyj-trunok/
Скорочено Пригоди Тома С...,Марк Твен,https://knigogo.com.ua/knigi/skorocheno-prygody-toma-sojyera/
Скорочено 1984,Джордж Орвелл,https://knigogo.com.ua/knigi/skorocheno-1984/
Скорочено Енеїда,Іван Котляревський,https://knigogo.com.ua/knigi/skorocheno-eneyida/
Стояла я і слухала весну...,Леся Українка,https://knigogo.com.ua/knigi/stoyala-ya-i-sluhala-vesnu/
Еволюція,Павло Глазовий,https://knigogo.com.ua/knigi/evolyutsiya/
"Віють вітри, віють буйні",Маруся Чурай,https://knigogo.com.ua/knigi/viyut-vitry-viyut-bujni/
"Ой не ходи, Грицю",Маруся Чурай,https://knigogo.com.ua/knigi/oj-ne-hody-grytsyu/
Муха й Бджола,Леонід Глібов,https://knigogo.com.ua/knigi/muha-j-bdzhola/
Весна,Афанасій Фет,https://knigogo.com.ua/knigi/vesna/
Радість,Олена Теліга,https://knigogo.com.ua/knigi/radist/
Борис Годунов,Олександр Пушкін,https://knigogo.com.ua/knigi/borys-godunov/
Вчись у природи творчого...,Євген Плужник,https://knigogo.com.ua/knigi/vchys-u-pryrody-tvorchogo-spokoyu/
Дама з собачкою,Антон Чехов,https://knigogo.com.ua/knigi/dama-z-sobachkoyu/
Заморські гості,Павло Глазовий,https://knigogo.com.ua/knigi/zamorski-gosti/
Мідний вершник,Олександр Пушкін,https://knigogo.com.ua/knigi/midnyj-vershnyk/
Душечка,Антон Чехов,https://knigogo.com.ua/knigi/dushechka/
Скорочено Одіссея,Гомер,https://knigogo.com.ua/knigi/skorocheno-odisseya/
Злоначинающих спини…,Тарас Шевченко,https://knigogo.com.ua/knigi/zlonachynayushhyh-spyny/
"Якби ви знали, паничі",Тарас Шевченко,https://knigogo.com.ua/knigi/yakby-vy-znaly-panychi/
У нашім раї на землі,Тарас Шевченко,https://knigogo.com.ua/knigi/u-nashim-rayi-na-zemli/
Парадокс,Володимир Короленко,https://knigogo.com.ua/knigi/paradoks/
Арап Петра Великого,Олександр Пушкін,https://knigogo.com.ua/knigi/arap-petra-velykogo/
Про назву концтабору Бух...,Альфред Маргул-Шпербер,https://knigogo.com.ua/knigi/pro-nazvu-kontstaboru-buhenvald/
Лист із полону,Константи Ільдефонс Галчинський,https://knigogo.com.ua/knigi/lyst-iz-polonu/
Асоціації,Ігор Павлюк,https://knigogo.com.ua/knigi/asotsiatsiyi/
Скорочено Наймичка,Тарас Шевченко,https://knigogo.com.ua/knigi/skorocheno-najmychka/
Зимовий вечір,Олександр Пушкін,https://knigogo.com.ua/knigi/zymovyj-vechir/
Олеся,Олександр Купрін,https://knigogo.com.ua/knigi/olesya/
Добре вмирати тому…,Тіртей,https://knigogo.com.ua/knigi/dobre-vmyraty-tomu/
"Барвношатна владарко, Аф...",Сапфо,https://knigogo.com.ua/knigi/barvnoshatna-vladarko-afrodito/
"І не дивуй, що я прийду ...",Ліна Костенко,https://knigogo.com.ua/knigi/i-ne-dyvuj-shho-ya-pryjdu-znenatska/
"А затишок співає, мов си...",Ліна Костенко,https://knigogo.com.ua/knigi/a-zatyshok-spivaye-mov-syrena/
"Виходжу в сад, він чорни...",Ліна Костенко,https://knigogo.com.ua/knigi/vyhodzhu-v-sad-vin-chornyj-i-hudyj/
Двори стоять у хуртовині...,Ліна Костенко,https://knigogo.com.ua/knigi/dvory-stoyat-u-hurtovyni-ajstr/
"Затінок, сутінок, день з...",Ліна Костенко,https://knigogo.com.ua/knigi/zatinok-sutinok-den-zolotyj/
"Страшні слова, коли вони...",Ліна Костенко,https://knigogo.com.ua/knigi/strashni-slova-koly-vony-movchat/
Літо краснеє минуло,Леся Українка,https://knigogo.com.ua/knigi/lito-krasneye-mynulo/
Конвалія,Леся Українка,https://knigogo.com.ua/knigi/konvaliya/
Fiat nox,Леся Українка,https://knigogo.com.ua/knigi/fiat-nox/
До мого фортепіано,Леся Українка,https://knigogo.com.ua/knigi/do-mogo-fortepiano/
Веснянка,Леся Українка,https://knigogo.com.ua/knigi/vesnyanka/
"Чекаю дня, коли собі скажу",Ліна Костенко,https://knigogo.com.ua/knigi/chekayu-dnya-koly-sobi-skazhu/
До Мельпомени (“Мі...,Горацій,https://knigogo.com.ua/knigi/do-melpomeny-mij-pam-yatnyk-stoyit/
Вже сонечко в море сіда,Леся Українка,https://knigogo.com.ua/knigi/vzhe-sonechko-v-more-sida/
Вечірня година,Леся Українка,https://knigogo.com.ua/knigi/vechirnya-godyna/
Сім струн,Леся Українка,https://knigogo.com.ua/knigi/sim-strun/
Печаль на яшмовому ґанку,Лі Бо,https://knigogo.com.ua/knigi/pechal-na-yashmovomu-ganku/
Призахідне сонце навіює ...,Лі Бо,https://knigogo.com.ua/knigi/pryzahidne-sontse/
Двобій Ахілла і Гектора,Гомер,https://knigogo.com.ua/knigi/dvobij-ahilla-i-gektora/
Скіфська баба,Ліна Костенко,https://knigogo.com.ua/knigi/skifska-baba/
Доля,Ліна Костенко,https://knigogo.com.ua/knigi/dolya-kostenko/
"Мамо, іде вже зима",Леся Українка,https://knigogo.com.ua/knigi/mamo-ide-vzhe-zyma/
"Тішся, дитино, поки ще м...",Леся Українка,https://knigogo.com.ua/knigi/tishsya-dytyno-poky-shhe-malenka/
Спинюся я і довго буду с...,Ліна Костенко,https://knigogo.com.ua/knigi/spynyusya-ya-i-dovgo-budu-sluhat/
"Все, все покинуть, до те...",Леся Українка,https://knigogo.com.ua/knigi/vse-vse-pokynut-do-tebe-polynut/
Пелюстки старовинного ро...,Ліна Костенко,https://knigogo.com.ua/knigi/pelyustky-starovynnogo-romansu/
Пишіть листи і надсилайт...,Ліна Костенко,https://knigogo.com.ua/knigi/pyshit-lysty-i-nadsylajte-vchasno/
Розкажу тобі думку таємну,Ліна Костенко,https://knigogo.com.ua/knigi/rozkazhu-tobi-dumku-tayemnu/
"Квіток, квіток, як можна...",Леся Українка,https://knigogo.com.ua/knigi/kvitok-kvitok-yak-mozhna-bilshe-kvitiv/
"І жах, і кров, і смерть,...",Ліна Костенко,https://knigogo.com.ua/knigi/i-zhah-i-krov-i-smert-i-vidchaj/
"Вже почалось, мабуть, ма...",Ліна Костенко,https://knigogo.com.ua/knigi/vzhe-pochalos-mabut-majbutnye/
Грішниця,Леся Українка,https://knigogo.com.ua/knigi/grishnytsya-ukrainka/
Рукавичка,Фрідріх Шиллер,https://knigogo.com.ua/knigi/rukavychka-shiller/
Життя іде і все без коре...,Ліна Костенко,https://knigogo.com.ua/knigi/zhyttya-ide-i-vse-bez-korektur/
Пурпурові вітрила (Черво...,Олександр Грін,https://knigogo.com.ua/knigi/purpurovi-vitryla-chervoni-vitryla/
На зеленому горбочку,Леся Українка,https://knigogo.com.ua/knigi/na-zelenomu-gorbochku/
Світлий сонет,Ліна Костенко,https://knigogo.com.ua/knigi/svitlyj-sonet/
Не співайте мені сеї пісні,Леся Українка,https://knigogo.com.ua/knigi/ne-spivajte-meni-seyi-pisni/
Живцем поховані,Іван Нечуй-Левицький,https://knigogo.com.ua/knigi/zhyvtsem-pohovani/
Семен Палій. Герой Украї...,Іван Нечуй-Левицький,https://knigogo.com.ua/knigi/semen-palij-geroj-ukrayinskogo-naroda/
Отець Андрій,Марко Вовчок,https://knigogo.com.ua/knigi/otets-andrij/
Біда бабі Парасці Гришисі,Іван Нечуй-Левицький,https://knigogo.com.ua/knigi/bida-babi-parastsi-gryshysi/
Над Чорним морем,Іван Нечуй-Левицький,https://knigogo.com.ua/knigi/nad-chornym-morem/
Скривджені й нескривджені,Іван Нечуй-Левицький,https://knigogo.com.ua/knigi/skryvdzheni-j-neskryvdzheni/
Джури козака Швайки,Володимир Рутківський,https://knigogo.com.ua/knigi/dzhury-kozaka-shvajky/
"Тім Талер, або Проданий ...",Джеймс Крюс,https://knigogo.com.ua/knigi/tim-taler-abo-prodanyj-smih/
Іван Вишенський,Іван Франко,https://knigogo.com.ua/knigi/ivan-vyshenskyj/
Ніч перед боєм,Олександр Довженко,https://knigogo.com.ua/knigi/nich-pered-boyem/
Тореадори з Васюківки (2...,Всеволод Нестайко,https://knigogo.com.ua/knigi/toreadory-z-vasyukivky-2004/
Дві милі,Іван Нечуй-Левицький,https://knigogo.com.ua/knigi/dvi-myli/
Українські гетьмани Брух...,Іван Нечуй-Левицький,https://knigogo.com.ua/knigi/ukrayinski-getmany-bruhovetskyj-i-teterya/
Вибрані оповідання,Пантелеймон Куліш,https://knigogo.com.ua/knigi/vybrani-opovidannya/
Скорочено Митькозавр із ...,Ярослав Стельмах,https://knigogo.com.ua/knigi/skorocheno-mytkozavr-iz-yurkivky/
Скорочено Маленький принц,Антуан де Сент-Екзюпері,https://knigogo.com.ua/knigi/skorocheno-malenkyj-prynts/
Вибрані поезії,Микола Хвильовий,https://knigogo.com.ua/knigi/vybrani-poeziyi/
Катерина,Тарас Шевченко,https://knigogo.com.ua/knigi/kateryna/
Не той став,Іван Нечуй-Левицький,https://knigogo.com.ua/knigi/ne-toj-stav/
Скорочено Синій птах,Моріс Метерлінк,https://knigogo.com.ua/knigi/skorocheno-synij-ptah/
Якось-то йдучи уночі,Тарас Шевченко,https://knigogo.com.ua/knigi/yakos-to-jduchy-unochi/
Манфред,Джордж Гордон Байрон,https://knigogo.com.ua/knigi/manfred/
Осляча шкура,Шарль Перро,https://knigogo.com.ua/knigi/oslyacha-shkura/
Марку Вовчку,Тарас Шевченко,https://knigogo.com.ua/knigi/marku-vovchku/
Скорочено Пігмаліон,Джордж Бернард Шоу,https://knigogo.com.ua/knigi/skorocheno-pigmalion/
Будденброки,Томас Манн,https://knigogo.com.ua/knigi/buddenbroky/
Зелена Євангелія,Богдан-Ігор Антонич,https://knigogo.com.ua/knigi/zelena-yevangeliya/
Українське Альфреско,Ліна Костенко,https://knigogo.com.ua/knigi/ukrayinske-alfresko/
Давидові псалми,Тарас Шевченко,https://knigogo.com.ua/knigi/davydovi-psalmy/
Ликері,Тарас Шевченко,https://knigogo.com.ua/knigi/lykeri/
Скорочено Берег любові,Олесь Гончар,https://knigogo.com.ua/knigi/skorocheno-bereg-lyubovi/
О капітане!,Волт Вітмен,https://knigogo.com.ua/knigi/o-kapitane/
Конфедерати,Тарас Шевченко,https://knigogo.com.ua/knigi/konfederaty/
Що записано в книгу життя,Михайло Коцюбинський,https://knigogo.com.ua/knigi/shho-zapysano-v-knygu-zhyttya/
"Кандід, або Оптимізм",Вольтер,https://knigogo.com.ua/knigi/kandid-abo-optymizm/
